100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
100410020,100010006,1
100310026,100210010,1
100310029,100110015,1
100410021,100010009,1
100410019,100010006,2
100310026,100110015,2
100410021,100010006,3
100310026,100410021,3
100010009,100410019,3
100010006,100310026,4
100210010,100310029,4
100110015,100410021,4
100010009,100310026,5
100210010,100110015,5
100410021,100210010,6
100310029,100410021,6
