100210011,100110004,1
100010005,100310025,1
100110003,100310028,1
100110016,100210001,1
100410020,100110014,1
100410018,100210011,2
100410017,100210011,1
100110004,100010005,1
100310025,100110003,1
100110002,100310028,1
100110016,100210001,1
100410020,100110014,1
100410018,100210011,2
100110004,100310025,2
100110003,100310028,2
100110016,100410020,2
100110014,100410018,2
100210011,100110004,3
100010005,100310025,3
100110003,100210001,3
100410020,100210011,4
100110004,100310028,4
100110016,100410018,4
100210011,100010005,5
100310025,100110002,5
100310028,100110016,5
100210001,100410020,5
100110014,100210011,6
100110004,100210001,6
100410017,100210011,1
100110004,100010005,1
100310025,100110003,1
100110002,100310028,1
100110016,100210001,1
100410020,100110014,1
100410018,100210011,2
100110004,100310025,2
100110003,100310028,2
100110016,100410020,2
100110014,100410018,2
100210011,100110004,3
100010005,100310025,3
100110003,100210001,3
100410020,100210011,4
100110004,100310028,4
100110016,100410018,4
100210011,100010005,5
100310025,100110002,5
100310028,100110016,5
100210001,100410020,5
100110014,100210011,6
100110004,100210001,6
100410017,100210011,1
100110004,100010005,1
100310025,100110003,1
100110002,100310028,1
100110016,100210001,1
100410020,100110014,1
100410018,100210011,2
100110004,100310025,2
100110003,100310028,2
100110016,100410020,2
100110014,100410018,2
100210011,100110004,3
100010005,100310025,3
100110003,100210001,3
100410020,100210011,4
100110004,100310028,4
100110016,100410018,4
100210011,100010005,5
100310025,100110002,5
100310028,100110016,5
100210001,100410020,5
100110014,100210011,6
100110004,100210001,6
100410017,100210011,1
100110004,100010005,1
100310025,100110003,1
100110002,100310028,1
100110016,100210001,1
100410020,100110014,1
100410018,100210011,2
100110004,100310025,2
100110003,100310028,2
100110016,100410020,2
100110014,100410018,2
100210011,100110004,3
100010005,100310025,3
100110003,100210001,3
100410020,100210011,4
100110004,100310028,4
100110016,100410018,4
100210011,100010005,5
100310025,100110002,5
100310028,100110016,5
100210001,100410020,5
100110014,100210011,6
100110004,100210001,6
100410017,100210011,1
100110004,100010005,1
100310025,100110003,1
100110002,100310028,1
100110016,100210001,1
100410020,100110014,1
100410018,100210011,2
100110004,100310025,2
100110003,100310028,2
100110016,100410020,2
100110014,100410018,2
100210011,100110004,3
100010005,100310025,3
100110003,100210001,3
100410020,100210011,4
100110004,100310028,4
100110016,100410018,4
100210011,100010005,5
100310025,100110002,5
100310028,100110016,5
100210001,100410020,5
100110014,100210011,6
100110004,100210001,6
100410017,100210011,1
100110004,100010005,1
100310025,100110003,1
100110002,100310028,1
100110016,100210001,1
100410020,100110014,1
100410018,100210011,2
100110004,100310025,2
100110003,100310028,2
100110016,100410020,2
100110014,100410018,2
100210011,100110004,3
100010005,100310025,3
100110003,100210001,3
100410020,100210011,4
100110004,100310028,4
100110016,100410018,4
100210011,100010005,5
100310025,100110002,5
